id,Name,Description,Description_EN,Level,BeginnerTime,BeginnerCount,TargetMuscle,TargetMuscle_EN,MET,Part,Equipment,BasicCount,IntermediateCount,AdvancedCount,CaloriesPerRep,UpperCalibration,TargetDevice,LowerCalibration,exCategory,Multiply,Side,Type,AnimationFile,ClipSource,ImageFile
544,사이드 킥백(L),"사이드 킥백은 주로 하체와 힙의 근육을 강화하는 운동입니다. 이 운동은 특히 대둔근과 햄스트링스를 타깃으로 하며, 코어의 안정성을 유지하는 데도 도움을 줍니다.","The Side Kickback primarily targets the muscles of the lower body and hips, focusing especially on the glutes and hamstrings. It also aids in maintaining core stability.",Normal,30,12,"[""대둔근"", ""대퇴이두근"", ""복직근""]","[""Glutes"", ""Hamstrings"", ""Abs""]",4,"[""하체"", ""힙"", ""코어""]",1,15,20,30,0.25,,,,3,1,1,하체,,https://www.youtube.com/watch?v=CTACbUBPRDI,
545,사이드 킥백(R),사이드 킥백은 주로 하체와 힙의 근육을 강화하는 운동입니다. 이 운동은 한쪽 다리를 옆으로 들어올리면서 발끝을 뒤로 당기는 동작을 반복합니다. 균형과 안정성을 향상시키는 데 도움이 됩니다.,"The Side Kickback primarily targets the lower body and glute muscles. This exercise involves lifting one leg to the side while pulling the toes back, repeated in a controlled manner. It helps improve balance and stability.",Normal,30,10,"[""대둔근"", ""대퇴이두근"", ""복직근""]","[""Glutes"", ""Hamstrings"", ""Abs""]",4,"[""하체"", ""힙"", ""코어""]",1,15,20,30,0.25,,,,3,1,0,하체,,https://www.youtube.com/watch?v=CTACbUBPRDI,
546,플랭크 다리 올리기(L),플랭크 다리 올리기는 복부와 하체의 근력을 동시에 강화하는 운동입니다. 플랭크 자세를 유지하면서 한쪽 다리를 번갈아 들어올리면서 복부의 안정성과 둔근의 근력을 향상시킵니다.,"Plank leg lifts are an exercise that simultaneously strengthens the abdominal and lower body muscles. By maintaining a plank position and alternately lifting each leg, it enhances core stability and glute strength.",Normal,30,8,"[""복직근"", ""대둔근"", ""척추기립근""]","[""Abs"", ""Glutes"", ""Lower Back""]",4,"[""코어"", ""힙""]",1,10,15,20,0.25,,,,3,1,1,상체,,https://www.youtube.com/watch?v=CTACbUBPRDI,
547,플랭크 다리 올리기(R),플랭크 다리 올리기는 복부와 하체의 근력을 동시에 강화하는 운동입니다. 플랭크 자세를 유지하면서 한쪽 다리를 번갈아 들어올리면서 복부의 안정성과 하체의 근력을 향상시킬 수 있습니다.,"Plank leg lifts enhance both abdominal and lower body strength simultaneously. While maintaining a plank position, alternate lifting each leg, improving core stability and lower body strength.",Normal,30,8,"[""복직근"", ""대둔근"", ""척추기립근""]","[""Abs"", ""Glutes"", ""Lower Back""]",4,"[""코어"", ""힙""]",1,10,15,20,0.25,,,,3,1,0,상체,,https://www.youtube.com/watch?v=CTACbUBPRDI,
548,동키 킥(L),동키 킥은 둔근과 하체 근육을 강화하는데 효과적인 운동입니다. 네 발로 기어가는 자세에서 한 다리를 천장 방향으로 들어올리면서 수행합니다. 이 운동은 특히 대둔근을 타겟으로 하여 힙라인을 강화시키는 데 도움을 줍니다.,"Donkey kicks are effective for strengthening the glutes and lower body muscles. Performed on all fours, one leg is lifted towards the ceiling. This exercise specifically targets the glutes, aiding in the enhancement of the hip line.",Normal,30,15,"[""대둔근"", ""대퇴이두근"", ""척추기립근""]","[""Glutes"", ""Hamstrings"", ""Lower Back""]",4,"[""하체"", ""힙""]",1,20,25,35,0.25,,,,3,1,1,하체,,https://www.youtube.com/watch?v=CTACbUBPRDI,
549,동키 킥(R),"동키 킥은 둔근과 햄스트링을 강화하는 운동으로, 네 발로 서서 한 다리를 천장 방향으로 들어올리면서 수행합니다. 이 운동은 특히 둔근을 타겟으로 하여 엉덩이의 모양을 개선하고, 하체의 힘을 증가시키는 데 도움을 줍니다.","Donkey kicks are exercises aimed at strengthening the glutes and hamstrings. Performed on all fours, one leg is lifted towards the ceiling, targeting the glutes specifically to improve the shape of the buttocks and increase lower body strength.",Normal,30,15,"[""대둔근"", ""대퇴이두근"", ""척추기립근""]","[""Glutes"", ""Hamstrings"", ""Lower Back""]",4,"[""하체"", ""힙""]",1,20,25,35,0.25,,,,3,1,0,하체,,https://www.youtube.com/watch?v=CTACbUBPRDI,
550,크로스 바디 크런치(L),"크로스 바디 크런치는 복부의 근육을 타겟으로 하는 운동으로, 상체를 비틀면서 반대쪽 무릎을 팔꿈치로 닿게 하는 동작을 반복합니다. 이 운동은 복부의 비대칭적인 강화에 도움을 줍니다.","The cross-body crunch targets the abdominal muscles, involving a twisting motion of the upper body to touch the elbow to the opposite knee. This exercise aids in asymmetric strengthening of the abdomen.",Normal,30,12,"[""복직근"", ""외복사근"", ""내복사근""]","[""Abs"", ""Obliques"", ""Obliques""]",4,"[""코어""]",1,15,20,30,0.25,,,,3,1,1,상체,,https://www.youtube.com/watch?v=CTACbUBPRDI,
551,크로스 바디 크런치(R),"크로스 바디 크런치는 복부의 근육을 타겟으로 하는 운동으로, 반대편 무릎과 팔꿈치를 교차시키며 수행합니다. 이 운동은 복부의 회전과 수축을 통해 복직근과 외복사근을 강화시키는 데 효과적입니다.","The cross-body crunch targets the abdominal muscles, involving a cross-motion of the opposite knee and elbow. This exercise effectively strengthens the rectus abdominis and obliques through rotation and contraction of the abdomen.",Normal,60,15,"[""복직근"", ""외복사근"", ""척추기립근""]","[""Abs"", ""Obliques"", ""Lower Back""]",4,"[""코어""]",1,20,25,35,0.25,,,,3,1,0,상체,,https://www.youtube.com/watch?v=CTACbUBPRDI,
901,고양이 자세,"고양이 자세는 척추의 유연성을 증진시키고 긴장을 완화하는데 도움을 주는 요가 자세입니다. 이 자세는 등을 아치형으로 만들고, 복부를 당겨 척추를 둥글게 만드는 동작을 포함합니다.",The Cat Pose enhances spinal flexibility and relieves tension. It involves arching the back upwards and pulling the abdomen in to round the spine.,Easy,30,10,"[""척추기립근"", ""복직근"", ""복횡근""]","[""Lower Back"", ""Abs"", ""Core""]",2.3,"[""등"", ""코어""]",1,10,15,20,0.14,,,,4,1,0,상체,,https://youtu.be/M2fUIN1v_us,
902,목 스트레칭,목 스트레칭은 목 주변의 긴장을 완화하고 유연성을 증진시키는 데 도움이 됩니다. 이 운동은 목 근육을 부드럽게 늘려주어 통증 완화 및 이완에 효과적입니다.,"Neck stretching helps to relieve tension around the neck and enhance flexibility. This exercise gently stretches the neck muscles, aiding in pain relief and relaxation.",Easy,30,5,"[""승모근"", ""척추기립근"", ""광배근""]","[""Traps"", ""Lower Back"", ""Lats""]",2.3,"[""어깨""]",1,5,10,15,0.14,,,,4,1,0,상체,,https://youtu.be/MsQ8el_jPHY,
903,손목 스트레칭,손목 스트레칭은 손목의 유연성과 움직임의 범위를 향상시키는 데 도움을 줍니다. 손목을 앞뒤로 부드럽게 움직여주면서 스트레칭을 합니다.,Wrist stretching helps improve flexibility and range of motion in the wrists. Gently move the wrist back and forth to stretch.,Easy,30,5,"[""전완근"", ""완요골근"", ""이두근""]","[""Forearms"", ""Brachioradialis"", ""Biceps""]",2,"[""팔""]",1,10,15,20,0.12,,,,4,1,0,상체,,https://youtu.be/HxnNhMNR7eA,
904,허리 스트레칭,허리 스트레칭은 척추 주변 근육을 이완시키고 유연성을 증진시키는 데 도움을 줍니다. 이 운동은 허리 통증을 완화하고 자세를 개선하는 데 효과적입니다.,Lower back stretching helps to relax muscles around the spine and enhance flexibility. It is effective in alleviating back pain and improving posture.,Easy,30,3,"[""척추기립근"", ""복직근"", ""복횡근""]","[""Lower Back"", ""Abs"", ""Core""]",2,"[""등"", ""코어""]",1,3,5,8,0.12,,,,4,1,0,상체,,https://youtu.be/Gt8SxRySFHk,
905,무릎 돌려주기,무릎 돌려주기는 고관절과 둔근의 유연성 및 이동 범위를 향상시키는 스트레칭 운동입니다. 이 운동은 무릎을 천천히 원을 그리며 돌리면서 고관절 주변 근육을 이완시키는 데 도움을 줍니다.,"Knee circling is a stretching exercise that improves flexibility and range of motion in the hip joints and glutes. This exercise involves slowly rotating the knees in a circular motion, helping to relax the muscles around the hip area.",Easy,60,10,"[""고관절굴근"", ""대둔근"", ""소둔근""]","[""Hip Flexors"", ""Glutes"", ""Glute Medius""]",2.5,"[""하체"", ""힙""]",1,10,15,20,0.15,,,,4,1,0,하체,,https://youtu.be/5QA4R7HO0XQ,
906,스완 자세,스완 자세는 척추의 유연성을 증진시키고 근육을 강화하는 필라테스 운동입니다. 이 자세는 등을 아치형으로 만들면서 팔을 사용하여 상체를 들어 올리는 동작을 포함합니다.,The Swan Pose is a Pilates exercise that enhances spinal flexibility and strengthens muscles. It involves arching the back and using the arms to lift the upper body.,Normal,30,5,"[""척추기립근"", ""대둔근"", ""복직근""]","[""Lower Back"", ""Glutes"", ""Abs""]",3.5,"[""등"", ""코어"", ""힙""]",1,8,12,20,0.21,,,,4,0,0,상체,,https://youtu.be/8egYmhwETSc,
907,어깨 스트레칭(L),어깨 스트레칭은 어깨 주변의 근육을 이완시키고 유연성을 증진시키는 데 도움이 됩니다. 이 운동은 어깨의 긴장을 완화하고 움직임의 범위를 개선하는 데 효과적입니다.,Shoulder stretching helps to relax the muscles around the shoulders and enhance flexibility. It is effective in relieving shoulder tension and improving range of motion.,Easy,30,5,"[""삼각근"", ""승모근"", ""후방 삼각근""]","[""Shoulders"", ""Traps"", ""Rear Delts""]",2.5,"[""어깨""]",1,10,15,20,0.15,,,,4,1,1,상체,,https://youtu.be/3_1b0Gb2LIA,
908,어깨 스트레칭(R),"어깨 스트레칭은 어깨 주변의 긴장을 풀고 유연성을 증진시키는 데 도움을 줍니다. 이 운동은 어깨 근육의 이완을 촉진하며, 어깨의 움직임 범위를 개선할 수 있습니다.",Shoulder stretching helps to relieve tension around the shoulders and improve flexibility. This exercise promotes relaxation of the shoulder muscles and can enhance the range of motion in the shoulders.,Easy,30,4,"[""삼각근"", ""승모근"", ""후방 삼각근""]","[""Shoulders"", ""Traps"", ""Rear Delts""]",2.5,"[""어깨""]",1,6,8,10,0.15,,,,4,1,0,상체,,https://youtu.be/3_1b0Gb2LIA,
909,쿼드 스트레칭(L),쿼드 스트레칭은 대퇴사두근의 유연성을 증진시키고 긴장을 완화하는 데 도움을 줍니다. 한쪽 다리를 구부려 발뒤꿈치가 엉덩이 쪽으로 당겨지도록 하여 대퇴 전면의 근육을 늘립니다.,"Quad stretching helps enhance the flexibility of the quadriceps and relieve tension. It involves bending one leg so that the heel is pulled towards the buttocks, stretching the front thigh muscles.",Easy,15,1,"[""대퇴사두근"", ""대퇴이두근"", ""복직근""]","[""Quads"", ""Hamstrings"", ""Abs""]",2.5,"[""하체""]",1,1,2,3,0.15,,,,4,1,1,하체,,https://youtu.be/Y9lKmebbWP0,
910,쿼드 스트레칭(R),쿼드 스트레칭은 대퇴사두근을 이완시키는 데 도움을 주는 스트레칭 운동입니다. 한쪽 다리를 구부려 발뒤꿈치가 엉덩이에 닿도록 당기면서 대퇴 전면의 근육을 늘립니다. 균형을 잡기 위해 벽이나 의자를 손으로 지탱할 수 있습니다.,"Quad Stretching helps in relaxing the quadriceps muscle. You pull one leg back, bending it so that the heel touches the buttock, stretching the front thigh muscle. You can hold onto a wall or chair for balance.",Easy,30,2,"[""대퇴사두근"", ""대퇴이두근"", ""대둔근""]","[""Quads"", ""Hamstrings"", ""Glutes""]",2.3,"[""하체""]",1,2,4,6,0.14,,,,4,1,0,하체,,https://youtu.be/Y9lKmebbWP0,
911,허벅지 안쪽 스트레칭,"허벅지 안쪽 스트레칭은 허벅지 내측의 근육을 이완시키고 유연성을 증진시키는 데 도움을 줍니다. 이 스트레칭은 서서 또는 앉아서 수행할 수 있으며, 근육의 긴장을 완화하고 혈류를 증가시키는 데 효과적입니다.",Inner thigh stretching helps to relax the muscles on the inner side of the thigh and enhance flexibility. This stretch can be performed standing or sitting and is effective in relieving muscle tension and increasing blood flow.,Easy,30,2,"[""내전근"", ""대퇴근"", ""고관절굴근""]","[""Inner Thigh"", ""Thighs"", ""Hip Flexors""]",2,"[""하체""]",1,2,4,6,0.12,,,,4,1,1,하체,,https://youtu.be/pyNhm_4iJIo,
913,엎드려서 후면 스트레칭(L),"엎드려서 후면 스트레칭은 등과 하체의 근육을 이완시키는 데 도움을 주는 스트레칭 운동입니다. 이 운동은 척추기립근과 대둔근을 주로 사용하며, 근육의 긴장을 완화시키고 유연성을 증진시킵니다.","Prone back stretching helps relax the muscles of the back and lower body. This exercise primarily engages the erector spinae and the glutes, easing muscle tension and enhancing flexibility.",Easy,30,5,"[""척추기립근"", ""대둔근"", ""광배근""]","[""Lower Back"", ""Glutes"", ""Lats""]",2,"[""등"", ""하체""]",1,5,10,15,0.12,,,,4,1,1,상체,,https://youtu.be/tch8DiLvo14,
914,엎드려서 후면 스트레칭(R),"엎드려서 후면 스트레칭은 척추기립근, 광배근, 승모근을 주로 사용하는 스트레칭 운동입니다. 이 운동은 등의 긴장을 풀어주고 유연성을 증진시키는 데 도움을 줍니다.","Prone back stretching primarily targets the erector spinae, latissimus dorsi, and trapezius muscles. This exercise helps to relieve tension in the back and improve flexibility.",Easy,30,5,"[""척추기립근"", ""광배근"", ""승모근""]","[""Lower Back"", ""Lats"", ""Traps""]",2,"[""등""]",1,10,15,20,0.12,,,,4,1,0,상체,,https://youtu.be/tch8DiLvo14,
915,발목 돌려주기(L),발목 돌려주기는 발목 관절의 유연성과 움직임 범위를 향상시키는 스트레칭 운동입니다. 이 운동은 발목과 주변 근육의 긴장을 완화하고 순환을 증진시키는 데 도움이 됩니다.,"Ankle rotations are a stretching exercise aimed at improving the flexibility and range of motion in the ankle joint. This exercise helps to relieve tension in the ankle and surrounding muscles, and enhances circulation.",Easy,60,10,"[""전경골근"", ""외복사근"", ""내복사근""]","[""Shins"", ""Obliques"", ""Obliques""]",2,"[""하체""]",1,10,15,20,0.12,,,,4,1,1,하체,,https://youtu.be/W78AJsPVX0k,
916,발목 돌려주기(R),"발목 돌려주기는 발목의 유연성과 원활한 혈액 순환을 증진시키는 스트레칭 운동입니다. 발목 관절을 돌리면서 발목 주변의 근육과 인대가 강화되며, 부상 예방에도 도움이 됩니다.","Ankle rotations help enhance flexibility and improve blood circulation around the ankle. Rotating the ankle joint strengthens the muscles and ligaments surrounding it, aiding in injury prevention.",Easy,60,10,"[""전경골근"", ""외복사근"", ""내복사근""]","[""Shins"", ""Obliques"", ""Obliques""]",2,"[""하체""]",1,10,15,20,0.12,,,,4,1,0,하체,,https://youtu.be/W78AJsPVX0k,
917,짧게 다리 펴주기(L),"짧게 다리 펴주기는 주로 대퇴사두근을 강화하는 운동입니다. 이 운동은 다리를 펴는 동작을 반복함으로써 하체의 근력을 증진시키고, 근육의 톤을 개선하는 데 도움이 됩니다.",Short Leg Extensions primarily strengthen the quadriceps. This exercise involves repetitive leg straightening movements that enhance lower body strength and improve muscle tone.,Easy,30,15,"[""대퇴사두근"", ""대퇴이두근"", ""복직근""]","[""Quads"", ""Hamstrings"", ""Abs""]",3.5,"[""하체""]",1,15,20,25,0.21,,,,4,1,1,하체,,https://youtu.be/pekVd6wH8DA,
918,짧게 다리 펴주기(R),"짧게 다리 펴주기 운동은 주로 하체의 근력을 강화하는 데 도움이 됩니다. 이 운동은 대퇴사두근을 주로 사용하며, 대퇴이두근과 둔근을 보조적으로 사용합니다.","The Short Leg Extension exercise primarily strengthens the lower body muscles. It mainly targets the quadriceps, with the hamstrings and glutes serving as secondary muscles.",Normal,30,12,"[""대퇴사두근"", ""대퇴이두근"", ""둔근""]","[""Quads"", ""Hamstrings"", ""Glutes""]",3.5,"[""하체""]",3,15,20,25,0.21,,,,4,1,0,하체,,https://youtu.be/pekVd6wH8DA,
919,깊게 다리 펴주기(L),"깊게 다리 펴주기 운동은 하체의 유연성과 근력을 향상시키는 데 도움이 됩니다. 이 운동은 특히 대퇴사두근, 대퇴이두근, 그리고 대둔근을 타겟으로 하여 다리의 전체적인 근력 및 안정성을 증진시킵니다.","The Deep Leg Stretch exercise helps improve flexibility and strength in the lower body. It targets the quadriceps, hamstrings, and glutes, enhancing overall leg strength and stability.",Normal,60,10,"[""대퇴사두근"", ""대퇴이두근"", ""대둔근""]","[""Quads"", ""Hamstrings"", ""Glutes""]",3.5,"[""하체""]",1,15,20,25,0.21,,,,4,1,1,하체,,https://youtu.be/on6GPTNhEM0,
920,깊게 다리 펴주기(R),"깊게 다리 펴주기는 하체 근력과 유연성을 향상시키는 스트레칭 운동입니다. 이 운동은 특히 대퇴사두근을 목표로 하며, 근육의 긴장을 완화하고 혈류를 증가시키는 데 도움이 됩니다.","Deep Leg Stretch is a stretching exercise aimed at improving lower body strength and flexibility. It primarily targets the quadriceps, helping to relieve muscle tension and increase blood flow.",Easy,30,5,"[""대퇴사두근"", ""대퇴이두근"", ""대둔근""]","[""Quads"", ""Hamstrings"", ""Glutes""]",2.5,"[""하체""]",1,10,15,20,0.15,,,,4,1,0,하체,,https://youtu.be/on6GPTNhEM0,
921,몸통 비틀기(L),"몸통 비틀기는 코어 근육을 강화하는 운동으로, 상체를 좌우로 비틀면서 복부와 옆구리 근육에 힘을 주어 수행합니다. 이 운동은 균형 감각과 유연성 향상에도 도움을 줍니다.","Torso twists are exercises that strengthen the core muscles by twisting the upper body from side to side, engaging the abdominal and oblique muscles. This exercise also helps improve balance and flexibility.",Normal,30,10,"[""복직근"", ""외복사근"", ""척추기립근""]","[""Abs"", ""Obliques"", ""Lower Back""]",3.5,"[""코어""]",1,15,20,30,0.21,,,,4,1,1,하체,,https://youtu.be/O3euM0g-OAQ,
922,몸통 비틀기(R),"몸통 비틀기는 코어 근육을 강화하는 운동으로, 특히 복부의 회전근육을 활성화시키는 데 효과적입니다. 이 운동은 복부의 안정성을 높이고, 허리의 유연성을 개선하는 데 도움을 줍니다.","Torso twists are effective in strengthening the core muscles, particularly activating the rotational muscles of the abdomen. This exercise enhances abdominal stability and improves flexibility in the lower back.",Normal,30,10,"[""복직근"", ""외복사근"", ""척추기립근""]","[""Abs"", ""Obliques"", ""Lower Back""]",3.5,"[""코어""]",1,15,20,30,0.21,,,,4,1,0,하체,,https://youtu.be/O3euM0g-OAQ,
923,앞굽이 자세(L),"앞굽이 자세는 하체와 코어 근육을 강화하는 운동입니다. 이 자세는 균형과 안정성을 향상시키며, 일상생활에서의 움직임을 개선하는 데 도움이 됩니다.","The forward bend pose is an exercise that strengthens the lower body and core muscles. It improves balance and stability, and helps enhance movements in daily life.",Normal,30,10,"[""대퇴사두근"", ""대둔근"", ""복직근""]","[""Quads"", ""Glutes"", ""Abs""]",3.5,"[""하체"", ""코어""]",1,15,20,25,0.21,,,,4,1,1,하체,,https://youtu.be/g5W6rBHzTiM,
924,앞굽이 자세(R),"앞굽이 자세는 하체와 코어 근육을 강화하는 운동입니다. 이 운동은 주로 대퇴사두근을 타겟으로 하며, 균형과 안정성을 위해 복직근과 대둔근도 함께 사용됩니다.",The forward bend posture primarily targets the quadriceps while also engaging the core and glutes for balance and stability. It is effective in strengthening the lower body and core muscles.,Normal,60,10,"[""대퇴사두근"", ""복직근"", ""대둔근""]","[""Quads"", ""Abs"", ""Glutes""]",3.5,"[""하체"", ""코어""]",1,15,20,30,0.21,,,,4,1,0,하체,,https://youtu.be/g5W6rBHzTiM,
925,사선 몸통 기울이기(L),"사선 몸통 기울이기는 코어 근육을 강화하는 운동으로, 특히 복부의 사선 근육에 집중적으로 작용합니다. 이 운동은 몸통을 사선으로 기울이면서 복부의 긴장을 유지하는 것이 중요합니다.","The oblique side bend primarily targets the core muscles, focusing on the oblique muscles of the abdomen. It involves tilting the torso diagonally while maintaining abdominal tension.",Normal,30,10,"[""외복사근"", ""복직근"", ""척추기립근""]","[""Obliques"", ""Abs"", ""Lower Back""]",3.5,"[""코어""]",1,15,20,25,0.21,,,,4,1,1,상체,,https://youtu.be/kd6bcmvS7WM,
926,사선 몸통 기울이기(R),"사선 몸통 기울이기는 코어 근육을 강화하는 운동으로, 특히 복부의 사선 근육에 집중합니다. 이 운동은 몸통을 옆으로 기울이면서 복부의 긴장을 유지하는 것이 중요하며, 균형과 안정성을 향상시키는 데 도움이 됩니다.","The oblique side bend exercise focuses on strengthening the core muscles, particularly targeting the oblique muscles. It involves tilting the torso to the side while maintaining abdominal tension, which helps improve balance and stability.",Normal,30,10,"[""외복사근"", ""복직근"", ""척추기립근""]","[""Obliques"", ""Abs"", ""Lower Back""]",3.5,"[""코어""]",1,15,20,30,0.21,,,,4,1,0,상체,,https://youtu.be/kd6bcmvS7WM,
927,누워서 고관절 스트레칭(L),누워서 고관절 스트레칭은 고관절과 주변 근육의 유연성을 향상시키는 데 도움이 됩니다. 이 운동은 특히 고관절 주변의 긴장을 완화하고 근육의 이완을 촉진하는 데 효과적입니다.,Lying Hip Stretch helps improve flexibility around the hip joint and surrounding muscles. It is particularly effective in relieving tension around the hips and promoting muscle relaxation.,Easy,30,3,"[""대둔근"", ""고관절굴근"", ""내전근""]","[""Glutes"", ""Hip Flexors"", ""Inner Thigh""]",2,"[""하체"", ""힙""]",1,5,8,12,0.12,,,,4,1,1,하체,,https://youtu.be/fTD_irSifKo,
928,누워서 고관절 스트레칭(R),누워서 고관절 스트레칭은 고관절과 주변 근육의 유연성을 향상시키는데 도움을 줍니다. 이 운동은 특히 고관절 주변의 긴장을 완화하고 근육의 이완을 촉진하는 데 효과적입니다.,Lying Hip Stretch aims to improve flexibility around the hip joint and surrounding muscles. It is particularly effective in relieving tension and promoting muscle relaxation in the hip area.,Easy,30,4,"[""대둔근"", ""고관절굴근"", ""내전근""]","[""Glutes"", ""Hip Flexors"", ""Inner Thigh""]",2,"[""하체"", ""힙""]",1,6,8,10,0.12,,,,4,1,0,하체,,https://youtu.be/fTD_irSifKo,
929,흉추 스트레칭(L),"흉추 스트레칭은 등의 유연성을 증진시키고, 척추 주변 근육의 긴장을 완화하는 데 도움을 줍니다. 이 운동은 흉추 부위의 움직임을 개선하고, 자세를 교정하는 데 효과적입니다.",Thoracic stretching helps to enhance flexibility in the back and alleviate tension around the spine. It is effective in improving mobility in the thoracic region and correcting posture.,Easy,30,5,"[""광배근"", ""승모근"", ""척추기립근""]","[""Lats"", ""Traps"", ""Lower Back""]",2.5,"[""등""]",1,10,15,20,0.15,,,,4,1,1,상체,,https://youtu.be/Od-rqO4WOpE,
930,흉추 스트레칭(R),"흉추 스트레칭은 등의 유연성을 증진시키고 흉추 주변의 긴장을 완화하는 데 도움을 줍니다. 이 스트레칭은 흉추의 움직임을 개선하고, 등의 통증을 줄이는 데 효과적입니다.",Thoracic stretching helps enhance flexibility in the back and alleviate tension around the thoracic spine. It is effective in improving mobility in the thoracic area and reducing back pain.,Easy,30,3,"[""광배근"", ""승모근"", ""척추기립근""]","[""Lats"", ""Traps"", ""Lower Back""]",2,"[""등""]",1,5,8,12,0.12,,,,4,1,0,상체,,https://youtu.be/Od-rqO4WOpE,
931,힙 스트레칭(L),"힙 스트레칭은 고관절과 둔근 주변의 유연성을 증진시키는 데 도움을 주는 스트레칭 운동입니다. 이 운동은 특히 앉아 있는 시간이 많은 사람들에게 유용하며, 하체의 긴장을 완화시키는 데 효과적입니다.",Hip Stretching helps enhance flexibility around the hip joint and glutes. It is particularly beneficial for people who spend a lot of time sitting and effectively relieves tension in the lower body.,Easy,30,1,"[""대둔근"", ""고관절굴근"", ""소둔근""]","[""Glutes"", ""Hip Flexors"", ""Glute Medius""]",2,"[""하체"", ""힙""]",1,1,2,3,0.12,,,,4,1,1,하체,,https://youtu.be/kWlo8MgPJlI,
932,힙 스트레칭(R),"힙 스트레칭은 고관절과 둔근 주변의 유연성을 증진시키는데 도움을 주는 스트레칭 운동입니다. 이 운동은 특히 앉아 있는 시간이 많은 사람들에게 유용하며, 하체의 긴장을 완화시키는 데 효과적입니다.",Hip Stretching helps enhance flexibility around the hip joint and glutes. It is particularly beneficial for people who spend a lot of time sitting and effectively relieves tension in the lower body.,Easy,30,5,"[""대둔근"", ""소둔근"", ""고관절굴근""]","[""Glutes"", ""Glute Medius"", ""Hip Flexors""]",2,"[""하체"", ""힙""]",1,10,15,20,0.12,,,,4,1,0,하체,,https://youtu.be/kWlo8MgPJlI,
933,햄스트링 스트레칭(L),햄스트링 스트레칭은 다리 뒤쪽의 근육을 이완시키고 유연성을 향상시키는 데 도움이 됩니다. 이 운동은 서서 한쪽 다리를 쭉 펴고 앞으로 숙여서 수행합니다.,"Hamstring stretching helps to relax the muscles at the back of the leg and improve flexibility. This exercise is performed by standing, extending one leg forward, and bending down.",Easy,30,3,"[""대퇴이두근"", ""대둔근"", ""척추기립근""]","[""Hamstrings"", ""Glutes"", ""Lower Back""]",2,"[""하체""]",1,5,10,15,0.12,,,,4,1,1,하체,,https://youtu.be/e8HvaxK1QsM,
934,햄스트링 스트레칭(R),햄스트링 스트레칭은 다리 뒤쪽의 근육을 이완시키고 유연성을 증진시키는 데 도움을 줍니다. 이 운동은 특히 장시간 앉아 있거나 활동량이 적은 사람들에게 유익합니다.,Hamstring stretching helps to relax the muscles at the back of the leg and enhance flexibility. It is particularly beneficial for people who sit for long periods or have a sedentary lifestyle.,Easy,30,3,"[""대퇴이두근"", ""대둔근"", ""소둔근""]","[""Hamstrings"", ""Glutes"", ""Glute Medius""]",2,"[""하체"", ""힙""]",1,3,5,8,0.12,,,,4,1,0,하체,,https://youtu.be/e8HvaxK1QsM,
935,힙 스트레칭 누워서(L),"누워서 힙 스트레칭은 고관절과 둔근을 이완시키는 데 도움을 주는 스트레칭 운동입니다. 이 운동은 특히 앉아 있는 시간이 많은 사람들에게 유용하며, 고관절의 유연성을 향상시키고 하체의 긴장을 완화시킵니다.","Lying hip stretching helps to relax the hips and glutes. This exercise is particularly beneficial for people who spend a lot of time sitting, as it improves hip flexibility and relieves tension in the lower body.",Easy,30,5,"[""대둔근"", ""고관절굴근"", ""소둔근""]","[""Glutes"", ""Hip Flexors"", ""Glute Medius""]",2,"[""힙"", ""하체""]",1,10,15,20,0.12,,,,4,1,1,하체,,https://youtu.be/poq2_hv5S1A,
936,힙 스트레칭 누워서(R),힙 스트레칭 누워서는 고관절과 둔근 주변의 유연성을 향상시키는 스트레칭 운동입니다. 이 운동은 누워서 한쪽 다리를 가슴 쪽으로 당기면서 반대쪽 다리는 바닥에 평평하게 유지하는 자세로 수행됩니다.,"Lying Hip Stretching focuses on improving flexibility around the hips and glutes. The exercise is performed by lying down, pulling one leg towards the chest while keeping the other leg flat on the ground.",Easy,30,4,"[""대둔근"", ""고관절굴근"", ""소둔근""]","[""Glutes"", ""Hip Flexors"", ""Glute Medius""]",2,"[""힙""]",1,8,12,16,0.12,,,,4,1,0,하체,,https://youtu.be/poq2_hv5S1A,
937,서서 안쪽 스트레칭,서서 안쪽 스트레칭은 주로 하체의 내전근을 타겟으로 하는 스트레칭 운동입니다. 이 운동은 다리를 교차시키고 상체를 옆으로 기울여 허벅지와 고관절 주변의 근육을 늘려줍니다.,Standing inner thigh stretch primarily targets the inner thigh muscles. This exercise involves crossing your legs and leaning your torso sideways to stretch the muscles around the thighs and hips.,Easy,30,5,"[""내전근"", ""고관절굴근"", ""대퇴근""]","[""Inner Thigh"", ""Hip Flexors"", ""Thighs""]",2,"[""하체""]",1,5,10,15,0.12,,,,4,1,0,하체,,https://www.youtube.com/watch?v=CTACbUBPRDI,
