id,Name,Description,Level,BeginnerTime,BeginnerCount,TargetMuscle,AnimationFile,ClipSource,ImageFile,MET,Part,Type,BasicCount,IntermediateCount,AdvancedCount,UpperCalibration,TargetDevice,LowerCalibration,exCategory,Multiply,Side,
179,프로기 글루트 리프트,"엉덩이 근육을 집중적으로 강화하는 운동입니다. 이 운동은 배를 대고 누운 자세에서 무릎을 구부리고, 발바닥을 서로 맞대고, 엉덩이 근육을 사용하여 다리를 위로 들어올리는 동작을 수행합니다. 프로기 글루트 리프트는 특히 엉덩이의 중둔근과 소둔근을 타겟으로 하여, 엉덩이 근육의 탄력을 증진시키고 하체의 균형과 안정성을 향상시키는 데 효과적인 운동입니다.",보통,30,14,"[""대둔근"",""대퇴사두근""]",,https://www.youtube.com/watch?v=CTACbUBPRDI,,6,"[""힙""]",하체,14,28,56,,,,3,1,0,
180,플랭크 잭,"기본 플랭크 자세에서 점핑잭과 유사한 다리 움직임을 추가한 운동입니다. 이 운동은 코어 근육을 강화하면서 심박수를 높이고, 전신의 순환을 개선합니다. 플랭크 잭은 복부 근력과 체력을 동시에 증진시키며, 코어 안정성과 하체의 민첩성을 향상시키는 데 효과적인 운동입니다.",보통,30,20,"[""복직근"",""고관절굴근"",""대둔근"",""삼각근"",""상완삼두근""]",,https://www.youtube.com/watch?v=CTACbUBPRDI,,6,"[""코어""]",상체,20,40,80,,,,3,1,0,
181,인클라인 맨몸 푸쉬업,"기본 푸쉬업의 변형으로, 상체가 하체보다 높은 위치에 있을 때 수행하는 운동입니다. 이 운동은 특히 가슴의 상부 근육과 어깨, 그리고 삼두근에 강한 자극을 제공합니다. 인클라인 맨몸 푸쉬업은 가슴 근육의 탄력을 증진시키고, 상체 근력을 강화하며, 전반적인 근육의 균형과 조정 능력을 향상시키는 데 효과적인 운동입니다.",쉬움,30,20,"[""대흉근"",""상완 삼두근"",""전방 삼각근""]",,https://youtu.be/KaQMXL4gE6A,,3,"[""가슴""]",상체,20,40,80,0,"[1,2]",,1,1,0,
182,나우 렛 풀인,"맨몸으로 집에서도 할 수 있는 등 근육 강화 운동입니다. 이 운동은 문틀에 수건을 걸고, 수건을 잡은 채로 몸을 뒤로 기울여 렛풀다운 동작을 모방합니다. 수건 렛풀인은 상부 등 근육, 특히 광배근과 삼두근에 집중적인 자극을 제공하며, 등 근육의 강화와 어깨의 안정성 향상에 도움이 됩니다. 이 운동은 풀업 바가 없는 상황에서도 효과적인 등 근육 운동을 할 수 있는 좋은 방법입니다.",힘듬,30,8,"[""광배근'"",""이두근"",""후방 삼각근""]",,https://youtu.be/SDC49DX_VXA,,6,"[""등""]",상체,8,16,32,,,,3,1,0,
183,맨몸 숄더 프레스,"어깨와 상체 근육, 특히 어깨의 상부 근육을 강화하는 맨몸 운동입니다. 사용자는 이 운동을 통해 팔을 위로 들어 올리면서 어깨 근육에 집중적인 자극을 제공합니다. 이 운동은 어깨 근육의 힘과 안정성을 향상시키며, 추가 장비 없이도 상체의 전반적인 근력을 강화하는 데 도움을 줍니다. 맨몸 숄더 프레스는 상체의 균형과 자세를 개선하고, 다양한 일상 활동과 스포츠에서 어깨의 기능을 향상시키는 데 효과적입니다.",쉬움,30,14,"[""삼각근""]",,https://www.youtube.com/watch?v=CTACbUBPRDI,,3,"[""어깨""]",상체,14,28,56,0,"[1,2]",,1,1,0,
184,크로스 바디 크런치(L),"복근과 복사근을 동시에 강화하는 운동입니다. 이 운동은 누운 자세에서 한쪽 무릎을 반대편 팔꿈치로 닿게 하며 수행되어, 복부의 회전과 측면 근육에 집중적인 자극을 제공합니다. 크로스 바디 크런치는 복부 근육의 균형 있는 발달을 촉진하고, 코어의 안정성을 향상시키는 데 효과적인 운동입니다.",보통,30,14,"[""복직근"",""외복사근""]",,https://www.youtube.com/watch?v=CTACbUBPRDI,,6,"[""코어""]",상체,14,28,56,,,,3,1,1,
185,수건 크런치,"표준 크런치에 수건을 활용하여 복근 운동의 강도를 높이는 변형입니다. 이 운동은 수건을 발 밑에 두고 크런치 동작을 수행하면서, 복부 근육에 추가적인 저항을 제공합니다. 수건 크런치는 특히 복부 근력을 강화하고, 복근의 정의를 개선하는 데 효과적인 운동입니다. 이 운동은 복부의 상부, 중간, 하부 근육을 균등하게 자극하여, 전체 복근의 발달에 도움을 줍니다.",쉬움,30,12,"[""삼두박근"",""복직근""]",,https://www.youtube.com/watch?v=CTACbUBPRDI,,5,"[""코어""]",상체,12,24,48,,,,3,1,0,
186,하이니즈 (층간 소음 없는 버전),무릎을 최대한 높이 들어올리는 운동.단시간 효과적으로 칼로리를 소모할 수 있음,쉬움,30,30,"[""복직근"",""대퇴사두근"",""비복근""]",,https://youtu.be/oJwD2oDFbvE,,5,"[""코어""]",상체,30,60,80,,"[3,4]",0,1,1,0,
187,플러터 킥,"복근과 하체 근육을 강화하는 운동입니다. 이 운동은 누운 자세에서 다리를 번갈아 위아래로 움직이며 수행되며, 복부의 하부 근육과 햄스트링, 그리고 엉덩이 근육에 자극을 제공합니다. 플러터 킥은 복근의 탄력을 증진시키고, 다리 근육의 강도를 향상시키며, 코어 안정성을 개선하는 데 효과적인 운동입니다.",힘듬,30,20,"[""복직근"",""대퇴사두근"",""비복근""]",,https://www.youtube.com/watch?v=CTACbUBPRDI,,7,"[""코어""]",상체,20,40,80,,,,3,1,0,
188,리버스 크런치,"하부 복근에 집중하는 운동으로, 전통적인 크런치의 반대 움직임을 사용합니다. 이 운동은 하부 복근을 강화하고, 복부 근육의 조화로운 발달에 도움을 줍니다. 리버스 크런치는 복부의 탄력성을 증진시키는 데에도 효과적입니다.",힘듬,30,12,"[""복직근"",""복횡근""]",,https://www.youtube.com/watch?v=CTACbUBPRDI,,7.5,"[""코어""]",상체,12,24,48,,,,3,1,0,
189,Bicep Curl,"Bicep curls are a simple and effective exercise for strengthening your upper arms, primarily focusing on the biceps. You curl weights up towards your shoulders, which helps build muscle and improve arm tone. This exercise is popular in gyms and home workouts.",Normal,30,12,"[""Bicpes""]",,https://youtu.be/M10mqDXSbME,,4,"[""Arm""]",Upper,12,24,48,0,"[1,2]",,1,1,0,ces 시연운동
190,Triceps Extension,"Triceps Extensions are a key exercise for toning and strengthening the triceps muscles at the back of your upper arms. This exercise involves extending your arms to lift a weight above your head or behind your neck, effectively targeting the triceps. It's a popular move for building arm strength and definition, suitable for gym or home workouts.",Normal,30,12,"[""Triceps""]",,https://www.youtube.com/watch?v=WfZgpjJvMi0,,4,"[""Arm""]",Upper,12,24,48,0,"[1,2]",,1,1,0,ces 시연운동
191,Shoulder Press,"The Shoulder Press is an effective exercise for strengthening and defining the shoulder muscles. It involves lifting weights overhead from shoulder height, engaging not just the shoulders, but also the triceps and upper back. This versatile exercise can be performed with dumbbells, a barbell, or machines, and is a staple in both gym and home workout routines for building upper body strength.",Normal,30,12,"[""Deltoids""]",,https://youtu.be/q6o1T2HO8V4,,4,"[""Shoulder""]",Upper,12,24,48,0,"[1,2]",,1,1,0,ces 시연운동
192,스쿼트 사이드 잽,테스트,보통,30,10,"[""대퇴사두근"",""대흉근"",""삼두근""]",,https://youtu.be/7YLCPyUXwX8,,4,"[""허벅지""]",하체,10,30,40,,"[3,4]",1,1,1,0,
193,니 허그 크런치,누워서 한 쪽 무릎을 가슴 쪽으로 최대한 당기면서 상체를 살짝 앞으로 숙여 줍니다. 이 동작을 교대로 반복하면서 하체의 유연성과 코어를 향상 시킵니다.,보통,30,12,"[""외복사근"",""내복사근""]",,https://youtu.be/414dFUG6x-8,,4,"[""코어""]",상체,12,24,48,,"[3,4]",0,1,1,0,
194,풀다운 니업(L),테스트,보통,30,18,"[""복직근"",""복횡근""]",,https://youtu.be/_8lsmLMySek,,4,"[""코어""]",둘다,18,36,60,,[3],0,1,1,1,
195,사이드 터치 스쿼트,사이드 스텝으로 옆으로 이동하면서 매 스텝마다 스쿼트 자세를 취하고 두 손가락으로 바닥을 살짝 터치합니다. 하체의 근력과 유연성을 동시에 향상시킬 수 있습니다.,보통,30,20,"[""대둔근"",""대퇴사두근""]",,https://youtu.be/2FILaoNy1lY,,4.5,"[""힙""]",하체,20,40,60,,"[3,4]",0,1,1,0,
196,스모 턴 스쿼트,"스모 스쿼트 자세에서 시작하여, 스쿼트를 하면서 180도 회전하고 다시 스쿼트를 합니다. 이 동작을 반복하면서 하체와 코어의 안정성을 강화합니다.",보통,30,20,"[""대둔근"",""내전근"",""대퇴사두근""]",,https://youtu.be/Ok3GFwQUIWI,,4.7,"[""힙""]",하체,20,40,60,,"[3,4]",2,1,1,0,
197,발 들고 스쿼트,테스트,보통,30,18,"[""대퇴사두근"",""비복근"",""대퇴이두근""]",,https://youtu.be/YpPqAf8Nt_I,,5,"[""허벅지""]",하체,18,36,50,,"[3,4]",0,1,1,0,
198,트라이셉스 킥백,테스트,쉬움,30,25,"[""삼두근""]",,https://youtu.be/y7wW78F8R0o,,3,"[""팔""]",상체,25,50,70,0,"[1,2]",,1,1,0,
199,프런트 스텝 바이셉 컬,테스트,쉬움,30,25,"[""이두근"",""대퇴사두근"",""비복근""]",,https://youtu.be/SehQcgPtOxw,,3.5,"[""팔&하체""]",둘다,25,50,70,0,"[1,2]",,1,1,0,
200,프레스 점핑잭,테스트,쉬움,30,25,"[""고관절굴근"",""삼각근""]",,https://youtu.be/ghn7UT6iybo,,2.5,"[""전신""]",둘다,25,50,70,0,"[1,2]",,1,1,0,
201,무릎 푸쉬업 후 한팔 들기,테스트,쉬움,30,18,"[""대흉근"",""광배근"",""복직근"",""상완삼두근""]",,https://youtu.be/XtPHjLbcWMQ,,4.6,"[""상체""]",상체,18,36,50,1,"[1,2]",,1,2,0,
202,몸통 비틀며 무릎 들기,테스트,쉬움,30,25,"[""복직근"",""외복사근"",""대퇴사두근""]",,https://youtu.be/YlMX1IdZuGc,,3,"[""허벅지&코어""]",둘다,25,50,70,,"[3,4]",0,1,1,0,
203,사이드 크런치 스쿼트,테스트,보통,30,10,"[""대퇴사두근"",""외복사근"",""복직근""]",,https://youtu.be/maS6B-HTo9Y,,4.5,"[""허벅지&코어""]",둘다,10,20,30,,"[3,4]",1,1,3,0,
204,니업 스쿼트,테스트,보통,30,10,"[""대퇴사두근"",""외복사근"",""복직근""]",,https://youtu.be/Wxe7DSyKzBI,,4,"[""허벅지&코어""]",둘다,10,20,30,,"[3,4]",1,1,3,0,
205,"무릎,팔 들어올리기",테스트,쉬움,30,18,"[""복직근"",""대퇴사두근""]",,https://youtu.be/z9YjoihN-HQ,,4,"[""코어""]",상체,20,40,70,,"[3,4]",0,1,1,0,
206,몸통 비틀며 걷기,테스트,쉬움,30,20,"[""외복사근"",""복직근"",""대퇴사두근""]",,https://youtu.be/BC2IT_IWLZE,,3.8,"[""코어""]",둘다,20,40,70,,"[3,4]",0,1,1,0,
207,버트 킥 로우,테스트,쉬움,30,30,"[""대둔근"",""대퇴이두근"",""대퇴사두근""]",,https://www.youtube.com/watch?v=CTACbUBPRDI,,3.5,"[""힙&허벅지""]",하체,30,60,90,,"[3,4]",0,1,1,0,
208,숄더 터치,테스트,쉬움,30,25,"[""대퇴사두근"",""이두박근""]",,https://youtu.be/pYM7e4XBKVo,,3.2,"[""허벅지&팔""]",둘다,25,50,85,1,"[1,2]",,1,1,0,
209,"무릎, 다리 들어올리기",테스트,쉬움,30,25,"[""복직근"",""대퇴이두근"",""대퇴사두근""]",,https://youtu.be/eQejIl7-HAU,,3.5,"[""허벅지&코어""]",둘다,25,50,85,,"[3,4]",0,1,1,0,
210,팔 뻗고 버트 킥,테스트,쉬움,30,25,"[""대퇴이두근"",""대둔근"",""전방 삼각근""]",,https://youtu.be/nCcXes78LcA,,3.8,"[""힙&허벅지&팔""]",둘다,25,50,85,,"[3,4]",0,1,1,0,
211,무릎 끓고 플랭크,테스트,쉬움,30,15,"[""복직근"",""외복사근"",""상완 삼두근""]",,https://youtu.be/QdFATTXYcaE,,4,"[""코어""]",상체,15,25,40,0,"[1,2]",,1,1,0,
212,굿모닝 스쿼트,테스트,보통,30,20,"[""대퇴사두근"",""대퇴이두근"",""대둔근""]",,https://youtu.be/JflBHYwtFNk,,4,"[""허벅지""]",하체,20,35,60,,"[3,4]",0,1,1,0,
213,딥 런지(L),테스트,쉬움,30,25,"[""대퇴사두근"",""비복근"",""대퇴이두근""]",,https://youtu.be/zGkFm6tl6dY,,3.9,"[""허벅지""]",하체,25,50,70,,[3],4,1,1,1,
214,내로우 스쿼트,테스트,보통,30,25,"[""대퇴사두근"",""대퇴이두근"",""전경골근""]",,https://youtu.be/j3ksFum2Rag,,4.2,"[""허벅지""]",하체,25,50,70,,"[3,4]",3,1,1,0,
215,유 스쿼트,테스트,보통,30,20,"[""대퇴사두근"",""내전근"",""비복근""]",,https://youtu.be/RA-K4M4_rc4,,4,"[""허벅지""]",하체,20,45,65,,"[3,4]",3,1,1,0,
216,팔다리 진자 운동,테스트,쉬움,30,30,"[""상완 삼두근"",""대퇴이두근"",""내전근""]",,https://youtu.be/APymTy4aDkE,,3.4,"[""허벅지&팔""]",둘다,30,55,70,3,"[1,2]",,1,1,0,
217,서서 다리 올리기,테스트,보통,30,30,"[""복직근"",""외복사근"",""내복사근""]",,https://youtu.be/hQRZcSVTy-A,,4,"[""코어""]",상체,30,55,70,,"[3,4]",0,1,1,0,
218,백킥 오버헤드 프레스,테스트,쉬움,30,28,"[""대퇴이두근"",""삼각근"",""상완 삼두근""]",,https://youtu.be/C7bziKo2Xlc,,4,"[""허벅지&팔""]",둘다,28,48,65,,"[3,4]",2,1,1,0,
219,다리 올리며 펀치,테스트,쉬움,30,30,"[""대흉근"",""전방 삼각근"",""대퇴이두근""]",,https://youtu.be/4yFxBBXWyVQ,,3.8,"[""팔&허벅지""]",둘다,30,55,70,2,"[1,2,3,4]",2,1,1,0,
220,버트 킥,테스트,쉬움,30,30,"[""대둔근"",""대퇴이두근""]",,https://www.youtube.com/watch?v=iNDDyli9FLc,,4,"[""힙&허벅지""]",하체,30,50,75,,"[3,4]",2,1,1,0,
221,전신 크런치,테스트,보통,30,28,"[""복직근"",""내복사근"",""외복사근""]",,https://www.youtube.com/watch?v=CTACbUBPRDI,,4.8,"[""코어""]",상체,28,48,62,,"[3,4]",3,1,1,0,
222,다운 도그 크런치(L),테스트,힘듬,30,25,"[""복직근"",""내복사근"",""외복사근""]",,https://youtu.be/iXrAESHnVoA,,6,"[""코어""]",상체,25,45,60,,[3],2,1,1,1,
223,스쿼트 점핑잭,테스트,보통,30,25,"[""대퇴사두근"",""둔근"",""비복근""]",,https://youtu.be/SEr6yV1JumE,,7,"[""힙&허벅지""]",둘다,25,45,60,,"[3,4]",2,1,1,0,
224,사이드 셔플 탭,테스트,보통,30,20,"[""소둔근"",""대둔근"",""대퇴사두근"",""외측광근""]",,https://youtu.be/53bsEKf5wHY,,6,"[""힙&허벅지""]",하체,20,40,60,,"[3,4]",3,1,1,0,
225,해머 슬램,테스트,보통,30,20,"[""대퇴사두근"",""대둔근""]",,https://youtu.be/9ILtGecJh3s,,5,"[""힙&허벅지""]",하체,20,40,60,,"[3,4]",0,1,1,0,
226,스쿼트 스텝 백,테스트,힘듬,30,20,"[""대둔근"",""대퇴사두근"",""대퇴이두근""]",,https://youtu.be/UAnWK2I4dz4,,5,"[""힙&허벅지""]",하체,20,40,60,,"[3,4]",1,1,2,0,
227,스프린터 점프,테스트,힘듬,30,26,"[""대퇴사두근"",""대퇴이두근"",""대둔근""]",,https://www.youtube.com/watch?v=_me95mL07cI,,6,"[""힙&허벅지""]",하체,26,42,52,,"[3,4]",1,1,1,0,
228,사이드 런지 점프,테스트,힘듬,30,25,"[""중둔근"",""대퇴사두근"",""대퇴이두근""]",,https://youtu.be/6ozAIo2yR2Q,,7.5,"[""힙&허벅지""]",하체,25,45,65,,"[1,2]",4,1,1,0,
229,플랭크 베어 니 터치,테스트,보통,30,14,"[""복직근"",""외복사근"",""삼각근""]",,https://youtu.be/tDQllKXDYM8,,8,"[""코어""]",상체,14,28,56,,"[3,4]",4,1,1,0,
230,엎드려 상체 들기,테스트,보통,30,25,"[""광배근"",""척추기립근""]",,https://youtu.be/JxNuqyJvNUc,,7,"[""등""]",상체,25,50,65,3,"[1,2]",,1,1,0,
231,사이드 플랭크 크런치(L),테스트,보통,30,25,"[""복직근"",""외복사근""]",,https://youtu.be/_UE7wvnyfXo,,8,"[""코어""]",상체,25,50,65,,[3],2,1,1,1,
232,바이시클 크런치 2,테스트,보통,30,30,"[""복직근"",""외복사근"",""내복사근""]",,https://youtu.be/EbwmFopkzDU,,7.5,"[""코어""]",상체,30,50,70,,"[3,4]",5,1,1,0,
233,팝업 스쿼트,테스트,보통,30,28,"[""대퇴사두근"",""대둔근"",""대퇴이두근"",""비복근""]",,https://youtu.be/nhwp_WwpuLU,,6.7,"[""허벅지""]",하체,28,50,70,,"[3,4]",1,1,1,0,
234,스탭 백 니 쓰러스트(L),테스트,힘듬,30,20,"[""대퇴사두근"",""대퇴이두근""]",,https://youtu.be/uwpRgJZ7VSA,,6,"[""허벅지""]",하체,20,40,60,,[3],1,1,1,1,
235,숄더 탭 푸쉬업,테스트,힘듬,30,10,"[""대흉근"",""삼각근"",""복직근""]",,https://youtu.be/fudniXnIZ3c,,6.5,"[""가슴""]",상체,10,20,30,2,"[1,2]",,1,3,0,
236,푸쉬업 푸쉬백,테스트,힘듬,30,10,"[""대흉근"",""외복사근"",""삼각근""]",,https://youtu.be/wf5vkdwRWac,,7.8,"[""가슴&코어""]",상체,10,20,30,1,"[1,2]",,1,1,0,
237,오블리크 크런치 스쿼트,테스트,보통,30,10,"[""대퇴사두근"",""대둔근"",""복직근""]",,https://youtu.be/GZHI1PqmaSk,,6,"[""허벅지&코어""]",둘다,10,20,30,,"[3,4]",1,1,3,0,
238,바이셉 컬,맨몸 바이셉컬은 체육관이나 운동 기구 없이도 언제 어디서나 할 수 있는 효과적인 팔 근육 강화 운동입니다. 이 운동은 특별한 도구 없이도 팔뚝의 이두근을 타겟으로 하여 근육을 강화하고 팔의 라인을 예쁘게 만드는 데 도움을 줍니다.,보통,30,12,"[""이두근""]",,https://youtu.be/dlfqEcTOwiM,,4,"[""팔""]",상체,12,24,48,2,"[1,2]",,1,1,0,스포엑스 시연 운동
239,트라이셉스 익스텐션,"몸 트라이셉스 익스텐션은 특별한 장비 없이도 삼두근을 강화할 수 있는 운동입니다. 이 운동은 팔 뒤쪽에 위치한 삼두근에 초점을 맞춰, 근력을 향상시키고 팔의 탄력을 개선하는 데 도움을 줍니다.",보통,30,12,"[""삼두근""]",,https://youtu.be/8YgWPOVWHlM,,4,"[""팔""]",상체,12,24,48,2,"[1,2]",,1,1,0,스포엑스 시연 운동
240,숄더 프레스,"맨몸 숄더프레스는 어떠한 장비도 필요로 하지 않으면서도 어깨 근육을 강화하고 발달시키는 데 도움이 되는 효과적인 운동입니다. 이 운동은 어깨, 상부 등, 그리고 팔의 힘을 증가시키는 데 기여합니다. 특히 어깨 주변의 안정성과 근력을 높이는 데 유용하며, 전반적인 상체의 균형과 힘을 개선할 수 있습니다.",보통,30,12,"[""삼각근""]",,https://youtu.be/1bKSAQqCvqk,,4,"[""어깨""]",상체,12,24,48,3,"[1,2]",,1,1,0,스포엑스 시연 운동
241,불가리안 스플릿 스쿼트(R),한다리를 올린 상태에서 런지 동작을 수행하는 운동. 한 다리에 집중하기 때문에 안정성과 균형감각 및 밸런스 향상에 유리함,힘듬,30,14,"[""대퇴사두근"",""대퇴이두근"",""대둔근""]",,https://youtu.be/GgEwr18jCvk,,7,"[""전신""]",둘다,14,32,48,,[4],0,1,1,1,
242,스플릿 스쿼트(R),"하체 근육을 강화하고 균형을 향상시키는 데 도움을 주며, 스포츠나 다양한 유형의 운동에 유용함",힘듬,30,18,"[""대퇴사두근"",""대둔근""]",,https://youtu.be/8ZSuRXLv3VM,,7.5,"[""허벅지""]",하체,18,40,56,,[4],1,1,1,1,
243,고관절 스트레칭(R),"고관절의 유연성을 증진시키고, 주변 근육의 긴장을 완화하는 운동입니다. 이 운동은 하체 순환과 균형을 개선하고, 일상 활동과 운동 성능을 향상시키는 데 도움이 됩니다.",,30,0,"[""고관절굴근"",""대둔근"",""중둔근""]",,https://youtu.be/QbTkjNIgEEs,,3,,하체,0,0,0,,,,3,1,1,
244,사이드 레그 레이즈(R),"허벅지의 외측과 엉덩이 근육을 강화하는 운동입니다. 이 운동은 옆으로 누워 한쪽 다리를 올리고 내리며 수행되어, 특히 허벅지의 외측 근육과 엉덩이의 중둔근을 타겟으로 합니다. 사이드 레그 레이즈는 하체의 균형과 근력을 개선하는 데 효과적이며, 하체의 라인을 가꾸는 데에도 도움이 됩니다.",,30,14,"[""대퇴사두근"",""대둔근""]",,https://www.youtube.com/watch?v=CTACbUBPRDI,,5.5,"[""힙""]",하체,14,28,56,,,,3,1,1,
245,사이드 플랭크(R),"코어 근육, 특히 복부의 측면 근육과 어깨 근육을 강화하는 운동입니다. 이 자세는 몸을 옆으로 기울여 한쪽 팔로 몸을 지탱하면서 수행되며, 코어 근육의 안정성과 균형을 향상시키는 데 도움이 됩니다. 사이드 플랭크는 복사근을 포함한 복부 측면 근육과 어깨 근육을 강화하며, 전반적인 자세 개선에도 기여합니다.",힘듬,30,0,"[""복사근"",""복직근""]",,https://youtu.be/GiGGCFe5zOY,,7,"[""코어""]",상체,0,0,0,3,[2],,2,1,1,
246,서서 다리 대각선으로 들기(R),"엉덩이 근육을 강화하는 데에 초점을 맞춘 운동입니다. 이 운동은 서 있는 자세에서 한쪽 다리를 대각선 방향으로 들어 올리며 수행되어, 엉덩이 근육, 특히 중둔근과 소둔근에 강한 자극을 줍니다. 이 운동은 엉덩이 근육의 탄력과 근력을 증진시키고, 하체의 균형과 안정성을 향상시키는 데 효과적입니다.",쉬움,30,16,"[""대퇴사두근"",""대퇴이두근"",""비복근""]",,https://youtu.be/1L_GdZ_gplo,,5,"[""허벅지""]",하체,16,32,64,,,,3,1,1,
247,서서 다리 뒤로 들기(R),"엉덩이 근육과 햄스트링을 강화하는 운동입니다. 이 운동은 서 있는 자세에서 한쪽 다리를 뒤로 들어 올리며 수행되며, 엉덩이 근육에 집중적인 자극을 제공합니다. 또한, 이 운동은 하체의 균형과 안정성을 향상시키고, 하체 근육의 탄력성을 증진시키는 데에도 도움이 됩니다.",쉬움,30,16,"[""대둔근"",""척추기립근""]",,https://youtu.be/jEcZhfIhWTA,,5,"[""힙""]",하체,16,32,64,,,,3,1,1,
248,서서 다리 옆으로 들기(R),"엉덩이의 외측 근육과 허벅지의 측면 근육을 강화하는 운동입니다. 이 운동은 서 있는 자세에서 한쪽 다리를 옆으로 들어 올리며 수행되며, 특히 엉덩이의 중둔근과 허벅지의 외측 근육에 집중적인 자극을 제공합니다. 서서 다리 옆으로 들기는 하체 근력과 균형을 향상시키며, 하체의 근육 발달과 탄력을 증진시키는 데 효과적인 운동입니다.",쉬움,30,16,"[""중둔근"",""대퇴근막장근"",""대둔근"",""내전근""]",,https://youtu.be/rpa_PAFI6Bo,,5,"[""힙""]",하체,16,32,64,,,,3,1,1,
249,서서 안쪽 스트레칭(R),"허벅지의 내측 근육, 즉 내전근을 스트레칭하고 유연성을 증진시키는 운동입니다. 이 스트레칭은 서 있는 자세에서 한쪽 다리를 옆으로 뻗어 내전근을 이완시키며 수행됩니다. 이 운동은 허벅지 안쪽 근육의 긴장을 완화하고, 유연성을 향상시키며, 하체의 균형과 전반적인 움직임의 범위를 개선하는 데 도움이 됩니다.",,30,0,"[""대퇴이두근"",""고관절굴근""]",,https://www.youtube.com/watch?v=CTACbUBPRDI,,3,,하체,0,0,0,,,,3,1,1,
250,슈퍼맨(R),"등 근육과 코어 근육을 강화하는 맨몸 운동입니다. 이 운동은 배를 대고 누운 자세에서 팔과 다리를 동시에 들어 올리며 수행됩니다. 슈퍼맨 운동은 특히 하부 등 근육을 강화하고, 척추 주변 근육의 안정성을 향상시키는 데 도움이 됩니다. 이 운동은 또한 전반적인 코어 근력을 강화하고, 자세 개선에도 기여할 수 있습니다.",쉬움,30,14,"[""척추 기립근""]",,https://www.youtube.com/watch?v=CTACbUBPRDI,,5,"[""등""]",상체,14,28,56,,,,3,1,1,
251,스쿼트 펄스(R),"전통적인 스쿼트 운동에 작은 펄스 동작을 추가한 변형으로, 허벅지와 엉덩이 근육을 집중적으로 강화하는 운동입니다. 이 운동은 스쿼트 자세를 유지하면서 하체를 약간 상하로 움직이며 펄스 동작을 수행합니다. 스쿼트 펄스는 특히 허벅지 전면과 엉덩이 근육에 지속적인 자극을 제공하여, 근육의 지구력을 향상시키고 탄력성을 증진시키는 데 효과적입니다.",보통,30,16,"[""대퇴사두근""]",,https://youtu.be/FOpIOjXLUxU,,6.3,"[""허벅지""]",하체,16,32,64,,[4],0,1,1,1,
252,어깨 스트레칭(R),"어깨 근육의 긴장을 완화하고 유연성을 증진시키는 운동입니다. 이 스트레칭은 어깨와 상부 등 근육을 이완시켜 통증과 뻣뻣함을 줄이며, 어깨 주변의 이동 범위를 향상시키는 데 도움이 됩니다. 정기적인 어깨 스트레칭은 자세를 개선하고, 어깨 관련 부상 예방에도 기여할 수 있습니다.",,30,0,"[""전방 삼각근"",""내측 삼각근"",""후방 삼각근""]",,https://youtu.be/3_1b0Gb2LIA,,3,"[""어깨""]",상체,0,0,0,,,,3,1,1,
253,오블리크 크런치(R),"크런치는 복부의 측면 근육, 즉 복사근을 강화하는 운동입니다. 이 운동은 복부의 회전 움직임을 포함하여, 특히 복부 측면의 근력을 증진시키고, 복근의 정의를 개선하는 데 효과적입니다. 오블리크 크런치는 코어 근육의 안정성을 향상시키며, 복부 전체의 근력 균형을 도모하는 데 도움이 됩니다.",보통,30,12,"[""복직근"",""외복사근"",""내복사근""]",,https://www.youtube.com/watch?v=CTACbUBPRDI,,6.3,"[""코어""]",상체,12,24,48,,,,3,1,1,
254,원 레그 플랭크(R),"표준 플랭크 운동에 한쪽 다리를 들어 올리는 동작을 추가하여 코어 근육을 강화하는 변형 운동입니다. 이 운동은 코어 근육뿐만 아니라, 엉덩이와 다리 근육에도 추가적인 자극을 제공합니다. 원 레그 플랭크는 특히 코어의 안정성과 균형을 향상시키며, 복부와 하체 근육의 조화로운 강화에 도움이 됩니다.",보통,30,14,"[""복직근"",""외복사근"",""내복사근"",""대퇴근"",""대흉근"",""삼각근""]",,https://youtu.be/rq-Rz56OfWI,,5,"[""코어""]",상체,14,28,56,3,[2],,2,1,1,
255,쿼드 스트레칭(R),"허벅지 전면의 근육, 즉 대퇴사두근(쿼드리셉스)을 이완시키고 유연성을 증진시키는 운동입니다. 이 스트레칭은 서 있는 자세에서 한쪽 발목을 잡고 엉덩이 쪽으로 당겨 수행되며, 허벅지 전면 근육의 긴장을 완화하고, 근육의 이동 범위를 향상시킵니다. 쿼드 스트레칭은 특히 장시간 앉아 있거나 강도 높은 하체 운동 후에 효과적으로 근육을 이완시키는 데 도움이 됩니다.",,30,0,"[""대퇴사두근"",""비복근""]",,https://youtu.be/Y9lKmebbWP0,,3,,하체,0,0,0,,,,3,1,1,
256,사이드 킥백(R),"엉덩이와 허벅지의 외측 근육을 강화하는 운동입니다. 이 운동은 네 발기기 자세에서 한쪽 다리를 옆으로 들어 올리며 수행되며, 특히 엉덩이의 중둔근과 소둔근에 집중적인 자극을 제공합니다. 파이어 하이드란트는 엉덩이 근육의 탄력을 증진시키고, 하체의 균형과 안정성을 향상시키는 데 효과적인 운동입니다.",보통,30,14,"[""고관절굴근"",""중둔근"",""소둔근""]",,https://www.youtube.com/watch?v=CTACbUBPRDI,,6,"[""힙""]",하체,14,28,56,,,,3,1,1,
